frame_index,timestamp_sec,x_rel,y_rel,z_rel,qw,qx,qy,qz,confidence,layer,orientation_source,scale_status
87,21.247417085,-0.282126104,0.180964361,-0.679586349,0.983113193,0.0348567449,-0.176562644,-0.0331525183,1,fitted_bspline,raw_camera_orientation,relative_only
88,21.398743719,-0.281648099,0.183193536,-0.694491773,0.982478389,0.0260554275,-0.179929112,-0.0410224753,1,fitted_bspline,raw_camera_orientation,relative_only
89,21.550070352,-0.280396781,0.184270303,-0.697551514,0.981958822,0.0319863989,-0.180667589,-0.0457489183,1,fitted_bspline,raw_camera_orientation,relative_only
90,21.701396985,-0.278567109,0.184338125,-0.69119124,0.983027241,0.0290756586,-0.175078168,-0.0464724002,1,fitted_bspline,raw_camera_orientation,relative_only
91,21.852723618,-0.276403151,0.183641405,-0.687905674,0.981912708,0.0318707045,-0.17994649,-0.0495071026,1,fitted_bspline,raw_camera_orientation,relative_only
92,22.004050251,-0.274148973,0.182424544,-0.694517701,0.982779395,0.0355204933,-0.175121485,-0.0470682574,1,fitted_bspline,raw_camera_orientation,relative_only
93,22.155376884,-0.272048644,0.180931946,-0.695162866,0.981295389,0.0346067936,-0.182698664,-0.0498289815,1,fitted_bspline,raw_camera_orientation,relative_only
94,22.306703518,-0.270346232,0.179408013,-0.680943156,0.981816735,0.0323215417,-0.180836051,-0.0478491431,1,fitted_bspline,raw_camera_orientation,relative_only
95,22.458030151,-0.270033895,0.178281962,-0.679809505,0.980789853,0.0381818267,-0.185112937,-0.0482349739,1,fitted_bspline,raw_camera_orientation,relative_only
96,22.609356784,-0.275096162,0.178722275,-0.677534411,0.980695409,0.0477926337,-0.183234439,-0.0487598098,1,fitted_bspline,raw_camera_orientation,relative_only
97,22.760683417,-0.291055732,0.184231794,-0.674502832,0.973982301,0.0396194256,-0.217899815,-0.0480463296,1,fitted_bspline,raw_camera_orientation,relative_only
98,22.912010050,-0.307170411,0.203365267,-0.735555095,0.896366312,0.0252776944,-0.43685341,-0.0710462516,1,fitted_bspline,raw_camera_orientation,relative_only
99,23.063336683,-0.279796811,0.232641876,-0.795046535,0.768495317,0.0211213521,-0.630523735,-0.106811307,1,fitted_bspline,raw_camera_orientation,relative_only
