frame_index,timestamp_sec,tx_relative,ty_relative,tz_relative,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,vx_relative_per_source_s,vy_relative_per_source_s,vz_relative_per_source_s,angular_rate_proxy_deg_per_source_s,pose_valid,confidence,source_layer,coordinate_frame,pose_semantics,scale_status
80,21.717,-0.08984461426734924,0.21398639678955078,-0.7564546465873718,-0.11758497413982955,0.9820265048409064,-0.14705383863504196,-0.013148619288277373,-166.85057200779033,3.4631876649783955,-16.63370855522919,0.007455434117998366,0.017250265393938268,-0.05009974752153649,4.040055765856693,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
81,21.917,-0.08749517053365707,0.2176452875137329,-0.7656275629997253,-0.11511115385958222,0.9827771856289789,-0.143140525070169,-0.020229081712611986,-167.22921674462077,4.169971708281339,-16.10674321215946,0.01026583569390429,0.013870639460427363,-0.04827414240155881,3.679325974543519,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
82,22.067,-0.08625157177448273,0.21884112060070038,-0.7733505964279175,-0.11468308749632398,0.9827032423363056,-0.14348999735540768,-0.02351058491335304,-167.32976325878855,4.537962574679419,-16.110668410741802,0.008695019142968366,0.007704368659428235,-0.04609704017639188,3.5279427446726426,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
83,22.267,-0.08445191383361816,0.22034181654453278,-0.7817615270614624,-0.11743647777466418,0.9837382056919586,-0.13369174322207059,-0.024378969299184528,-166.9826859442618,4.552102604087453,-14.958753624170276,0.009942884956087344,0.009211727551051511,-0.03958361489432183,2.7657223820063646,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
84,22.417,-0.08277156203985214,0.22206522524356842,-0.7872048616409302,-0.11668802951667985,0.9834028987278657,-0.1362764894167164,-0.027043686387054337,-167.11831268667711,4.8756424234100955,-15.228460690660796,0.008307546377181988,0.009240508079528786,-0.03571550051371248,2.3378026298027077,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
85,22.567,-0.08195964992046356,0.22311396896839142,-0.7924761772155762,-0.11634612415870718,0.9832255339462203,-0.13745333880759728,-0.02894319332866892,-167.19050321294287,5.1003108001138555,-15.343667457228449,0.0008376794201987181,0.0065938489777701646,-0.03137418201991509,7.558484939106034,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
86,22.767,-0.08247837424278259,0.22437307238578796,-0.7981858253479004,-0.09929515678711236,0.9873388793296802,-0.12029614999865501,-0.028831328414334036,-169.06121364109575,4.635829274424228,-13.44909686606156,0.002660793917519695,0.008175160203661205,-0.032246112823486196,11.829598980023794,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
87,22.917,-0.08102837204933167,0.22597527503967285,-0.8037623167037964,-0.08992944829812657,0.9892912291660224,-0.11151288079169784,-0.02793627823300258,-170.08473306180088,4.320230309053032,-12.487536160719504,0.0071297585964202595,0.007211778845105823,-0.032744067055838315,7.559908601165787,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
88,23.117,-0.07998295873403549,0.226897194981575,-0.8096462488174438,-0.07641719391451207,0.9898151229452837,-0.11660641758282027,-0.028798927784652935,-171.6645747745699,4.2916096467260845,-13.124797053039428,0.0037804884569985755,0.004764710153852219,-0.03205265317644411,4.793303837278587,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
89,23.267,-0.07970520108938217,0.22764292359352112,-0.8149807453155518,-0.07540037468121318,0.9904935686815922,-0.11170872619171228,-0.027539687561077327,-171.7448952877668,4.0944902281163795,-12.573754515505739,0.0032532215118408403,0.003606208733149959,-0.03506268773760136,7.809089430600378,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
90,23.467,-0.0788443312048912,0.2281593680381775,-0.8219181895256042,-0.075470014070094,0.9924492602109823,-0.0930741642304446,-0.026190510413847578,-171.64870631424375,3.7862315681764933,-10.438792359774757,0.0032862595149448807,0.004299495901380249,-0.0340107509068079,7.315009461326784,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
91,23.617,-0.07855501025915146,0.2291477471590042,-0.8268845081329346,-0.05870504564735374,0.9931624829941825,-0.09620241869395654,-0.030448228615223675,-173.62500107964618,4.115955875976316,-10.836043821469492,-0.002079308032989497,0.003265341122945142,-0.033625960350036545,12.600295940002276,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
92,23.767,-0.07946812361478806,0.22913897037506104,-0.8320059776306152,-0.04580718822407265,0.9952565032265107,-0.07892396271197825,-0.0337224317358794,-175.06099869268417,4.264192269148475,-8.884158804183176,-0.0009137179170336097,0.004649758338928251,-0.033653633935111116,13.812630839214025,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
93,23.967,-0.07887481153011322,0.2307751625776291,-0.8386632800102234,-0.03174232804200458,0.996783120620417,-0.06289198338908084,-0.03821561830043736,-176.6369623747328,4.598799692163429,-7.085500471917393,0.0058556454522268875,0.0020886744771684835,-0.04118170057024258,5.612559194613608,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
94,24.117,-0.07741864770650864,0.22987000644207,-0.8464195728302002,-0.04683573457387982,0.9963198239520725,-0.06211297271303397,-0.03598890089717144,-174.8867717796051,4.446668686136152,-6.936032043073949,0.002450751406805846,-0.005006321838923843,-0.03032037190028587,13.071026890850304,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
95,24.317,-0.07801704853773117,0.22902294993400574,-0.8492754101753235,-0.053803319288545585,0.9975553045517709,-0.03214141341333931,-0.030911919027317488,-173.93937886793805,3.734393606873969,-3.4931218753192064,-0.003787172692162673,-0.0012116772787911624,-0.02828019005911708,7.996207341649678,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
96,24.467,-0.07874415814876556,0.2294459193944931,-0.8563176393508911,-0.045988492070204355,0.997709043547493,-0.03813289223472028,-0.031742803128752065,-174.86252937227584,3.8329385650889485,-4.205589625458981,-0.004782651861508676,-0.001118878523508705,-0.049073894818623745,3.868393943345994,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
97,24.617,-0.07945184409618378,0.22868728637695312,-0.8639975786209106,-0.04789567069219173,0.9974822388951776,-0.03884581594667032,-0.035017001599886056,-174.65906609869572,4.219566013633789,-4.263485736546927,-0.000620207616261071,-0.0018141099384852745,-0.04382542201450875,6.972310423568548,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
98,24.817,-0.07896123081445694,0.22881098091602325,-0.8716565370559692,-0.057809075069912556,0.9971876230559792,-0.024093138423833146,-0.0411640127346411,-173.47020581008744,4.869244742432515,-2.490185619490296,0.001051447221211031,-0.0011385764394487724,-0.03568632262093702,4.965306710642242,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
99,24.967,-0.07908383756875992,0.22828878462314606,-0.8764877915382385,-0.053350771958620286,0.9969926049966134,-0.03132816242557231,-0.04666890777083997,-174.03386471733666,5.531896586777258,-3.3110888318604634,-0.0012564659118652292,-0.001986750534602566,-0.035259893962315006,6.721150786377093,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
100,25.167,-0.07940099388360977,0.22811561822891235,-0.8839974999427795,-0.04259091391844272,0.9972452923004025,-0.027913107481589164,-0.05393236010965972,-175.27139365909719,6.312160863726231,-2.9457229027169323,-0.008672752550670043,0.0008708238601684535,-0.04399435860770071,5.118598061819182,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
101,25.317,-0.08211930096149445,0.22859357297420502,-0.8918858170509338,-0.04462559970182645,0.9967064979933469,-0.03223922611608418,-0.059542799804231585,-175.08061113630964,6.9827654602354805,-3.4049349607553703,-0.011527793748038227,0.006623736449650396,-0.05157964570181742,8.869430027052212,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
102,25.517,-0.08343572169542313,0.23043392598628998,-0.9020503759384155,-0.02472174285154351,0.9965348277584922,-0.03919514812234784,-0.06907179495569454,-177.46146406023794,8.024865161457724,-4.326634659370522,-0.007829070091247527,0.00687245811734878,-0.050946984972272395,10.091037874950306,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
103,25.667,-0.08485947549343109,0.2309989333152771,-0.9097172617912292,-0.021457385265748596,0.9961190362600949,-0.0442080389429661,-0.07302119904955139,-177.89719582568938,8.474706488838564,-4.926454173729205,-0.007894163330395998,0.001131147146224973,-0.048396587371826054,7.029561643770254,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
104,25.817,-0.08580397069454193,0.23077327013015747,-0.9165693521499634,-0.013114840768071498,0.9959416716058397,-0.05112094568836122,-0.07290292602167328,-178.9185762911677,8.4273367657724,-5.797065506270915,-0.007452113287789526,0.001261149133954737,-0.04617503711155511,3.927210475695473,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
105,26.017,-0.08746771514415741,0.23144033551216125,-0.9258785247802734,-0.023643832070481735,0.995821755858901,-0.05538694307769121,-0.0686460945693707,-177.71473223262777,8.009521773144613,-6.206932805820449,-0.005336446421486969,0.00042481081826346086,-0.03561428615025097,6.03732435949853,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
106,26.167,-0.08767172694206238,0.23092195391654968,-0.9290343523025513,-0.02943152806009087,0.9961903908823347,-0.046991420323025446,-0.06730747867640079,-176.97279915781482,7.8666619141043785,-5.19321741097054,-0.005415103265217351,0.001966059207916252,-0.026365007672990964,3.180606370117217,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
107,26.367,-0.08936300128698349,0.23212845623493195,-0.9351062774658203,-0.014580916297558463,0.9958078962535826,-0.05742303608694049,-0.06968949393915667,-178.78256338708562,8.07500106714555,-6.514651111460636,-0.012592588152204317,0.0038653612136841055,-0.03923586436680409,8.474868714241135,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
108,26.517,-0.09207913279533386,0.2322748303413391,-0.9427669048309326,-0.009301592075692965,0.9957176573742587,-0.06014684591890872,-0.06958580389693668,-179.4125175618546,8.030171571671227,-6.872325855060942,-0.015587111314137739,0.004466474056243886,-0.0475563605626423,2.649672539391702,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
109,26.667,-0.09403913468122482,0.23346839845180511,-0.949373185634613,-0.019181795882664773,0.99545023414181,-0.06311886938252889,-0.06875244273189789,-178.29230749943113,8.007384940574031,-7.136700976815628,-0.009306775672095124,0.00569616045270645,-0.048543385096958505,21.196288058496858,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
110,26.867,-0.09533650428056717,0.23426848649978638,-0.9597570896148682,-0.07318619756111891,0.9934455962713723,-0.0606777940758912,-0.06346521127079283,-172.0109941319904,7.757464738081512,-6.447821716346898,-0.008549221924373135,0.0006303616932460278,-0.04788432802472825,23.82108307136832,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
111,27.017,-0.0970313623547554,0.23368902504444122,-0.9661327004432678,-0.09110040657829345,0.9917898291641086,-0.06508364309651311,-0.061788106373182675,-169.9653638402913,7.725078230139798,-6.829777438047153,-0.008172392845153859,-0.003125156675066286,-0.038764647075108356,8.4419268064224,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
112,27.217,-0.098196841776371,0.23317468166351318,-0.973324716091156,-0.06276254447733265,0.9924651740040629,-0.08250260475868783,-0.06532274954292616,-173.40024621128057,8.048844708191286,-9.03918758752725,-0.00870208655084879,0.005944286073957147,-0.03525069781712109,13.841828667897515,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
113,27.367,-0.10007709264755249,0.23576952517032623,-0.9784704446792603,-0.052744606805158516,0.9935081515650457,-0.07717931178646575,-0.06482987782606968,-174.50843842871072,7.871949890912681,-8.505915575573377,-0.00953919121197288,0.006647450583321681,-0.03830058234078528,4.369942010731586,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
114,27.567,-0.10153555870056152,0.23550128936767578,-0.9867299199104309,-0.05004598591033131,0.993656227359622,-0.07692224870308322,-0.06500514424387553,-174.81876661287203,7.867624763742988,-8.496723426310387,-0.0061974993773869485,-0.0015678150313241236,-0.03974301474435013,4.719026332085084,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
115,27.717,-0.10224621742963791,0.2352207899093628,-0.9923804998397827,-0.04193677963477671,0.9933354758766343,-0.08512241016934918,-0.06542258146669015,-175.82144554518786,7.880802677152674,-9.507869719640318,-0.00956719120343524,0.002328455448150629,-0.037328998247782304,7.582991047390924,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
116,27.867,-0.1044057160615921,0.23619982600212097,-0.9979286193847656,-0.035468386767502066,0.9932825827281019,-0.08823125988993441,-0.06593139743200749,-176.59532957085338,7.887928687733957,-9.917487163612305,-0.009867634092058415,0.003648953778403131,-0.04223653248378192,0.9523648008353558,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
117,28.067,-0.10569988936185837,0.2364979237318039,-1.0071632862091064,-0.039609870936800705,0.9935367668407693,-0.08325853823289876,-0.06621002092796734,-176.08146740942578,7.94138156273509,-9.308304764828804,-0.012543393032891486,0.004716515541076689,-0.05563225064958879,3.4925805317910252,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
118,28.217,-0.1087959036231041,0.2378506064414978,-1.0173999071121216,-0.04597761210211173,0.9928923246432352,-0.0879089843513717,-0.06574877428705887,-175.38157369853448,7.969538221919684,-9.797461683840487,-0.011883825063705396,0.007548885686056924,-0.04349367959158743,3.4146609040784566,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
119,28.417,-0.10985922813415527,0.23914003372192383,-1.022386074066162,-0.044579153845202474,0.9925340132612813,-0.09293060274468569,-0.06521376108928081,-175.57771127317815,7.917049589127986,-10.391806760101026,-0.006862772362572779,0.0032593097005571506,-0.029429708208356466,8.900367532723882,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
120,28.567,-0.11119787395000458,0.2389913648366928,-1.0277003049850464,-0.035237133628668746,0.9908608286918991,-0.11088220980985075,-0.06825172617101082,-176.83205509565275,8.225548515872779,-12.54238224146246,-0.01514866948127761,0.0067719320456187575,-0.04420598347981813,12.784332022378752,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
121,28.717,-0.11440382897853851,0.24117161333560944,-1.0356478691101074,-0.030473904502590774,0.9898311158635608,-0.12058015953574282,-0.06903715187491474,-177.47018978254704,8.28049539459429,-13.707821734633452,-0.012276896408625962,0.006715825625828307,-0.05209786551339265,3.461799089973833,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
122,28.917,-0.11549478769302368,0.24134190380573273,-1.0459345579147339,-0.038784714961740206,0.991700156041991,-0.10157196546509724,-0.0686271245440484,-176.35078688061583,8.279024811333063,-11.431721322870008,-0.004432967730930855,0.00361289296831402,-0.04852260862077966,2.1071629945886934,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
123,29.067,-0.11595536768436432,0.24243612587451935,-1.0526307821273804,-0.03675685446870916,0.9896995537607374,-0.12020915335566093,-0.06850902411273094,-176.73913085285588,8.30506769039602,-13.613663943644374,-0.012574217149189618,0.0037186060632978394,-0.03746816090175106,16.206191236384416,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
124,29.267,-0.11989576369524002,0.24264341592788696,-1.0590484142303467,0.0012639066146014858,0.9896076932357065,-0.12423674755286135,-0.07238954749312929,178.81383188480496,8.219191665778883,-14.396343731167363,-0.01879926238741186,-0.0019343835966927586,-0.03743444170270632,26.29043959872031,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
125,29.417,-0.1225351095199585,0.24175909161567688,-1.0657328367233276,0.04246691884054205,0.9895165763702071,-0.11185589053761381,-0.08088118226641068,174.06988665992196,8.659739576140362,-13.34817849385747,-0.011100492307117961,0.008689718587057896,-0.040773664202008765,7.836887472312281,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
126,29.617,-0.12378093600273132,0.24568481743335724,-1.0733191967010498,0.0191179082147848,0.9906574569357433,-0.10814080178820265,-0.08085713074121453,176.78669415264312,8.978776055545262,-12.711914209565016,-0.005220962422234703,0.01141279935836799,-0.031022684914725356,10.793354044070501,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
127,29.767,-0.12436244636774063,0.24575357139110565,-1.0765907764434814,0.01026751165571991,0.9907060422349577,-0.11014689730062077,-0.07914402756110137,177.80855660316078,8.890992316026214,-12.858597614841791,-0.010976195335388158,0.005200356245040881,-0.043198267618815005,7.059022212704193,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
128,29.917,-0.12707379460334778,0.2472449243068695,-1.0862786769866943,0.0034413641603854976,0.991719457815617,-0.10119428644675281,-0.07899614163455594,178.67655756007258,8.974074161843898,-11.756364259324128,-0.008581046547208478,0.003683354173387785,-0.05111387797764349,4.686063213370217,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
129,30.117,-0.1273658126592636,0.24704274535179138,-1.0944806337356567,-0.0036805687865234665,0.9909404105254805,-0.109612882457314,-0.07751498049021828,179.4375413134675,8.883874671981742,-12.667917944730785,-0.005950246538434746,0.004982011658804787,-0.042069980076381394,3.7670338231460105,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
130,30.267,-0.12915638089179993,0.24898862838745117,-1.1010031700134277,-0.005359851853319355,0.9909817316861464,-0.10958078671478103,-0.07693198707564117,179.63832003914138,8.83857060263603,-12.647988248361191,-0.012332839625222417,0.010465213230678077,-0.04660640444074387,2.1190526803683833,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
131,30.467,-0.13168230652809143,0.2507055699825287,-1.110792875289917,-0.009858574609783111,0.9910488027123082,-0.10906115587042732,-0.07635930479889314,-179.83271951803877,8.829925771242618,-12.546912431667385,-0.00914437430245532,0.007448111261640246,-0.05056040627615772,2.674005699686904,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
132,30.617,-0.1323569118976593,0.25159546732902527,-1.118699312210083,-0.007275222858928024,0.9901528815166428,-0.11758867363097619,-0.07561247377483317,179.8043596971861,8.71077918611169,-13.560135566429365,-0.0054841240247090525,0.0038025776545206618,-0.0443736712137857,1.8835342242072295,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
133,30.767,-0.13332754373550415,0.2518463432788849,-1.1241049766540527,-0.008597621412668026,0.9907194318659814,-0.11327763607845098,-0.07462751097061716,-179.99255894470534,8.61636140508889,-13.045043664206217,-0.005081721714564763,0.004885622433253726,-0.04066331045968217,3.7863331925631876,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
134,30.967,-0.13413551449775696,0.25330543518066406,-1.1329314708709717,-0.016199523512545225,0.9908474340818398,-0.1120178837801615,-0.07355903428413735,-179.09468983601434,8.592205585870804,-12.832091986686201,-0.008629943643297434,0.006081802504403226,-0.04990441458565828,2.2808887746723556,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
135,31.117,-0.13634802401065826,0.253974974155426,-1.1415715217590332,-0.01512398897785868,0.9905319422955511,-0.11555198557543109,-0.07256359196715756,-179.2358100160702,8.467496487704993,-13.251128262561059,-0.012076071330479164,0.007212162017822236,-0.0464221409388949,2.2178227916277473,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
136,31.317,-0.13836213946342468,0.25582969188690186,-1.149179220199585,-0.010857470465732127,0.9906810231528399,-0.11508735328582573,-0.07202865272647867,-179.71430722803785,8.349668974663038,-13.231836501058963,-0.012267019067491879,0.006434065955025848,-0.04096780504499188,1.1491160907921392,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
137,31.467,-0.1406414806842804,0.25622689723968506,-1.1559102535247803,-0.013979229317715369,0.990999691814962,-0.11236465992971546,-0.0714029072882375,-179.32478475698625,8.317710380807702,-12.888630094360371,-0.006259679794311498,0.004032509667532768,-0.049666336604526864,1.741212032788165,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
138,31.667,-0.14055302739143372,0.25724107027053833,-1.1665624380111694,-0.012297336590317315,0.9903241436715686,-0.11960564991934745,-0.06929180674025787,-179.5497124727336,8.058514515181173,-13.741282785551382,-0.00035413673945835513,0.0058092389787946196,-0.05414281572614375,3.5636337482652922,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
139,31.817,-0.14076542854309082,0.2582601308822632,-1.1748602390289307,-0.010926715504997419,0.9900844109851245,-0.12195968003892872,-0.06884259188405228,-179.7196975191061,7.989127919661284,-14.025188253578072,-0.008785575628280723,0.008930067221323734,-0.05217393239339242,2.0084499275285905,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
140,31.967,-0.1431887000799179,0.2599200904369354,-1.182214617729187,-0.012586056307790775,0.989854363178974,-0.12448149936175115,-0.06733711605656484,-179.5284943181302,7.841973775733554,-14.303162041352628,-0.011195966175624256,0.009963001523699038,-0.051678589412144045,1.2310907184592488,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
141,32.167,-0.14468401670455933,0.26174718141555786,-1.1929477453231812,-0.011091934506088887,0.9901962348662228,-0.12302287851108987,-0.06522083109340543,-179.65787117497166,7.578935510452342,-14.141716251673847,-0.007444662707192527,0.008137481553213904,-0.04768133163452129,0.6487851376759046,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
142,32.317,-0.1457943320274353,0.2627682089805603,-1.1989030838012695,-0.013525758525784961,0.9896293616505663,-0.1263063751047283,-0.06706325389733653,-179.43148245451485,7.825257625919924,-14.507789098763794,-0.0089351619992937,0.005820904459272088,-0.05578722272600424,2.8046706141797877,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
143,32.517,-0.14781132340431213,0.2637844979763031,-1.2124732732772827,-0.0058171801034240835,0.9893841367903791,-0.12836320536766666,-0.06788282397587071,179.65783914436682,7.805912073424885,-14.80792641852935,-0.00840208360127037,0.008844392640250033,-0.05865131105695428,4.959143073489942,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
144,32.667,-0.14873506128787994,0.2658637464046478,-1.2194310426712036,-0.0015547655669494625,0.9886808007220499,-0.13378152712869903,-0.06789963171292833,179.12724435087512,7.740007680453556,-15.471178313025643,-0.00846455494562793,0.004439751307169638,-0.050090551376343245,1.756741588030676,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
145,32.817,-0.1503506898880005,0.265116423368454,-1.2275004386901855,-0.008908163999826971,0.988888610266995,-0.13211263203849963,-0.06757376380092642,179.98633219903152,7.816426611960631,-15.21991482632369,-0.0031286903790065093,0.002058744430541984,-0.04453216280255981,4.404737292322433,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
146,33.017,-0.14983010292053223,0.2665843069553375,-1.2350172996520996,-0.011068193297128513,0.989766795454743,-0.12585311219543316,-0.0663338515624565,-179.69858097172758,7.706350395639951,-14.472734241282552,-0.00632954495293751,0.0074986900602067915,-0.04256657191685251,2.108755024189302,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
147,33.167,-0.15256603062152863,0.26774096488952637,-1.242398738861084,-0.012706822107255223,0.9895104932962638,-0.12766517432969696,-0.06640123185519536,-179.52626632466402,7.738605275430841,-14.671168536949171,-0.008256605693272316,0.006176914487566367,-0.04679713930402559,1.8456928379926176,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
148,33.367,-0.1527199149131775,0.2687462270259857,-1.2513962984085083,-0.009927864929209827,0.9890224450793689,-0.1308599060460478,-0.0679096872087755,-179.8921589755537,7.870048067897675,-15.066903350146932,-0.008765459060668909,0.009261880602155376,-0.058150632040841005,2.409316689255013,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
149,33.517,-0.15563394129276276,0.27098262310028076,-1.2627514600753784,-0.012925084388106712,0.9884840348458545,-0.1348016149683487,-0.06753354463039107,-179.57514042448233,7.874072469203707,-15.502040854544237,-0.010628359658377468,0.010216661861964594,-0.05471740450177852,2.21197827747138,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
150,33.717,-0.15643984079360962,0.27232205867767334,-1.2705473899841309,-0.014267343830697632,0.9883324534063808,-0.13633486076455165,-0.06639435355548845,-179.41605965442207,7.766117640557217,-15.668486071342835,-0.0031829306057521794,0.005661164011274158,-0.052228314535959275,2.601019334409391,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
151,33.867,-0.156747967004776,0.2729640305042267,-1.2810313701629639,-0.012877099772665398,0.98952091261807,-0.12699519316920832,-0.0674889969169968,-179.5174503809058,7.864696604378004,-14.593562238762672,-0.008728255828221515,0.004851818084716728,-0.05662878354390382,4.364026488792991,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
152,34.017,-0.1590583175420761,0.2737776041030884,-1.2875360250473022,-0.020427820288151554,0.9893687969077136,-0.12769435892455033,-0.06652998243278421,-178.6446645016679,7.866327979755719,-14.615427263030135,-0.01275292464664999,0.009928856577191994,-0.04833323614937899,7.953256449238101,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
153,34.217,-0.16121149063110352,0.2764391303062439,-1.2979480028152466,-0.026192123413976216,0.9915530423570338,-0.10892536659615268,-0.06535901908284251,-177.8191820250753,7.777115186166122,-12.389732756969941,-0.005646603448050454,0.008795091084071711,-0.047437463487898374,5.659843291409907,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
154,34.367,-0.16103462874889374,0.2768558859825134,-1.3041391372680664,-0.023499042635004137,0.9912419588309556,-0.11136911287278957,-0.06696338362221896,-178.1675367820843,7.931435203676534,-12.693903418836527,-0.000982114246913361,0.0016050679343087267,-0.050538608006068436,0.8780800906347986,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
155,34.567,-0.1615552306175232,0.27700090408325195,-1.3156365156173706,-0.027428324735173797,0.9913767854042754,-0.11102526627225552,-0.0639777040294648,-177.676756198241,7.639661139611118,-12.624832284869202,-0.005808685507093133,0.007205775805882016,-0.057525634765624764,2.452670616747481,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
156,34.717,-0.16306766867637634,0.27937790751457214,-1.3242731094360352,-0.029954427944707908,0.9910515682135742,-0.11358668049672808,-0.06338444132162763,-177.39941450359308,7.610575738775805,-12.903540081816734,-0.007328192392985096,0.013263324896494674,-0.06008108456929582,5.164752159791586,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
157,34.867,-0.1637536883354187,0.2809799015522003,-1.3336608409881592,-0.036706244335231744,0.992121487942975,-0.10292455047470543,-0.06127105106165092,-176.51828555452863,7.419471480239002,-11.619754118730546,-0.006144089358193509,0.004844324929373586,-0.054373059953961835,5.583929854843362,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
158,35.067,-0.16521809995174408,0.2810734212398529,-1.3433036804199219,-0.038621366829252254,0.9923589920445369,-0.1006225131346371,-0.06005939379531647,-176.2678231850676,7.294726661794281,-11.341706593629022,-0.005736606461661179,0.005276032856532484,-0.04955462047031928,3.6894962217505585,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
159,35.217,-0.16576150059700012,0.2828265130519867,-1.351004958152771,-0.037934111151245786,0.9931354846138005,-0.09202065530307284,-0.06144193526956788,-176.29729970378736,7.4130681524187345,-10.347495854254275,-0.006399708134787397,0.012576750346592443,-0.049171788351876196,1.4362945404890042,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
160,35.417,-0.16745799779891968,0.2854752838611603,-1.3605138063430786,-0.035869990032551584,0.992496542151691,-0.09847163486011834,-0.06298646489506152,-176.5994080420977,7.590500674189339,-11.106590426506722,-0.0027355125972202735,0.011237859725952103,-0.04871504647391163,2.5203809894960725,True,1.0,raw,official_glb_alignment,camera_pose_proxy,relative_only
